2009/08/17,00:05:49.09	23.4380	123.6337	48.03	6.7	NEAR_ISHIGAKIJIMA_ISLAND	42;134	82;71	161;8	1.15e+19	35	6.7	75.85	1.0442	-0.0761	0.3730	-1.1079	-0.1662	0.0636	1e+19	3
2009/10/30,07:03:38.94	29.1668	129.9372	60.25	6.8	NEAR_AMAMI-OSHIMA_ISLAND	51;215	61;30	98;76	1.48e+19	38	6.7	82.19	-0.5740	0.6732	0.6633	-0.6488	-0.4147	1.2228	1e+19	3
2009/12/19,13:02:15.55	23.7782	121.6468	32.13	6.7	TAIWAN_REGION	27;248	70;26	74;128	5.71e+18	47	6.5	82.22	-1.7083	2.6146	1.5712	-1.6200	-3.8972	3.3284	1e+18	3
2010/02/18,01:13:16.47	42.6203	131.0635	619.00	6.8	NEAR_VLADIVOSTOK	358;113	86;9	-81;-155	2.58e+19	660	6.9	89.68	-0.1775	0.4019	0.0911	0.4253	2.5227	-0.2478	1e+19	3
2010/02/26,20:31:25.92	25.9187	128.6800	37.00	7.2	NEAR_OKINAWAJIMA_ISLAND	93;3	90;88	2;180	3.02e+19	32	7.0	95.78	0.5955	-3.0028	0.0875	0.0589	-0.0342	-0.6543	1e+19	3
2010/03/14,08:08:04.18	37.7242	141.8180	39.75	6.7	E_OFF_FUKUSHIMA_PREF	20;199	69;21	91;89	6.83e+18	44	6.5	95.24	-0.2677	1.5591	1.7557	-4.1620	-4.7643	4.4297	1e+18	3
2010/04/26,02:59:49.51	22.2103	123.8257	50.00	6.6	FAR_S_OFF_ISHIGAKIJIMA	148;58	89;82	8;179	6.36e+18	32	6.5	86.92	4.9577	2.7915	0.3163	-6.3179	0.8603	1.3603	1e+18	3
2010/11/30,03:24:39.47	28.3583	139.5888	493.92	7.1	W_OFF_OGASAWARA	323;73	75;37	-55;-155	1.47e+19	460	6.7	87.63	0.9960	0.4996	0.4515	-0.3936	0.9699	-0.6024	1e+19	3
2010/12/21,17:19:37.23	27.0520	143.9350	8.00	7.4	NEAR_CHICHIJIMA_ISLAND	107;341	59;46	-126;-46	9.69e+19	5	7.3	70.84	3.6541	5.9136	-4.3700	3.3225	1.8384	-6.9765	1e+19	3
2011/03/09,02:45:12.97	38.3285	143.2798	8.28	7.3	FAR_E_OFF_MIYAGI_PREF	27;186	69;23	98;70	7.97e+19	23	7.2	93.50	-0.1135	1.6679	2.9718	-5.1382	-4.9876	5.2517	1e+19	3
2011/03/09,21:23:59.00	38.1722	143.0448	9.30	6.8	FAR_E_OFF_MIYAGI_PREF	22;213	68;23	85;101	5.51e+18	20	6.5	80.78	-0.0848	2.1272	1.3757	-3.3152	-3.6495	3.4000	1e+18	3
2011/03/11,05:46:18.12	38.1035	142.8610	23.74	9.0	FAR_E_OFF_MIYAGI_PREF	22;200	63;27	91;88	1.07e+22	20	8.7	71.75	-0.0677	0.3149	0.2529	-0.7636	-0.5946	0.8313	1e+22	3
2011/03/11,06:08:53.50	39.8390	142.7815	31.70	7.4	E_OFF_IWATE_PREF	31;179	70;23	102;60	1.40e+20	35	7.4	83.41	0.0551	0.2944	0.6109	-0.8967	-0.8633	0.8416	1e+20	3
2011/03/11,06:15:34.46	36.1083	141.2653	43.18	7.7	FAR_E_OFF_IBARAKI_PREF	26;209	59;31	89;92	5.66e+20	35	7.8	87.68	-1.2335	1.8622	1.0981	-3.8839	-2.4433	5.1174	1e+20	3
2011/03/11,06:25:44.40	37.8367	144.8940	34.00	7.5	FAR_E_OFF_NORTH_HONSHU	194;12	49;41	-89;-92	2.46e+20	20	7.6	83.58	0.5288	-0.3877	0.1344	2.1240	-0.3363	-2.6528	1e+20	3
2011/03/11,07:14:56.80	36.5553	142.0688	20.00	6.7	FAR_E_OFF_IBARAKI_PREF	15;220	71;21	81;113	6.16e+18	23	6.5	66.51	1.3468	2.7884	1.4731	-3.9476	-4.5370	2.6008	1e+18	3
2011/03/11,11:36:39.89	39.1697	142.6192	24.00	6.7	E_OFF_IWATE_PREF	54;148	87;33	123;5	8.33e+18	38	6.6	86.28	3.7054	2.4060	5.1788	-4.3156	-4.6770	0.6102	1e+18	3
2011/04/07,14:32:43.43	38.2028	141.9237	65.73	7.1	E_OFF_MIYAGI_PREF	211;20	50;40	97;81	4.74e+19	68	7.1	86.87	-1.3292	1.4294	-0.8683	-3.6303	0.5005	4.9595	1e+19	3
2011/04/11,08:16:12.02	36.9457	140.6727	6.42	7.0	EASTERN_FUKUSHIMA_PREF	132;301	50;41	-82;-99	9.58e+18	5	6.6	86.83	6.2562	2.0870	-0.2574	4.8050	-2.0495	-11.0611	1e+18	3
2011/06/22,21:50:50.73	39.9478	142.5908	36.40	6.9	E_OFF_IWATE_PREF	14;196	70;20	89;92	1.23e+19	41	6.7	87.91	0.1350	0.2706	0.2242	-0.8217	-0.9148	0.6867	1e+19	3
2011/07/10,00:57:07.36	38.0318	143.5067	34.00	7.3	FAR_E_OFF_MIYAGI_PREF	64;332	84;74	16;174	3.75e+19	32	7.0	96.48	-2.9707	-2.0944	0.7447	2.8524	-0.8039	0.1183	1e+19	3
2011/09/16,19:26:35.86	40.2592	143.0862	7.40	6.6	NE_OFF_IWATE_PREF	26;168	77;16	100;53	1.07e+19	20	6.7	88.08	0.0936	0.1004	0.4426	-0.5121	-0.8452	0.4185	1e+19	3
2011/11/08,02:59:06.91	27.2975	125.7390	217.00	7.0	EAST_CHINA_SEA_REGION	5;151	53;42	-69;-116	2.20e+19	230	6.9	84.17	-0.3674	0.5470	-0.3912	2.2099	0.5282	-1.8425	1e+19	3
2012/01/01,05:27:52.05	31.4280	138.5665	397.26	7.0	NEAR_TORISHIMA_IS	10;123	81;21	-70;-155	1.92e+19	340	6.8	82.79	-0.1308	0.5249	-0.4186	0.7038	1.6838	-0.5730	1e+19	3
2012/03/14,09:08:33.09	40.7753	145.2275	64.00	6.9	FAR_SE_OFF_HOKKAIDO	91;263	64;26	-87;-97	3.54e+19	8	7.0	89.44	2.5400	-0.1342	-2.2187	0.4263	-0.1421	-2.9664	1e+19	3
2012/08/14,02:59:36.27	49.1833	145.8817	654.00	7.3	SOUTHERN_SEA_OF_OKHOTSK	252;14	67;39	122;39	3.66e+20	660	7.7	84.20	-0.9166	2.0313	-2.3389	-1.3285	-0.1080	2.2451	1e+20	3
2012/12/07,08:18:20.28	37.8158	144.3153	46.00	7.4	FAR_E_OFF_NORTH_HONSHU	6;223	77;16	-100;-54	8.75e+19	11	7.3	80.85	0.3528	-1.7960	-0.4188	3.5246	7.7056	-3.8774	1e+19	3
2013/02/02,14:17:35.27	42.6892	143.2362	107.65	6.5	TOKACHI_REGION	278;72	87;3	-89;-116	2.74e+19	116	6.9	85.03	0.3142	0.0059	2.6955	-0.1343	0.4000	-0.1798	1e+19	3
2013/04/19,03:05:54.67	45.3008	150.9572	125.00	7.0	KURILE_ISLANDS_REGION	70;163	89;19	109;4	7.12e+19	98	7.2	63.38	1.5117	1.5665	6.4448	-2.0437	-1.9289	0.5320	1e+19	3
2013/09/04,00:18:20.72	29.9358	139.4175	445.16	6.8	NEAR_TORISHIMA_IS	330;105	72;25	-73;-132	6.40e+18	440	6.5	86.33	2.4560	2.4900	1.9152	1.1874	4.5543	-3.6434	1e+18	3
2013/10/25,17:10:18.39	37.1963	144.5687	56.00	7.1	FAR_E_OFF_NORTH_HONSHU	12;178	46;45	-80;-100	5.40e+19	20	7.1	94.80	0.5928	-0.3593	-0.7968	5.0430	0.0322	-5.6358	1e+19	3
2014/03/02,20:11:22.90	27.3828	127.3950	115.73	6.4	NW_OFF_OKINAWAJIMA_IS	14;111	80;58	-33;-168	5.81e+18	110	6.5	82.92	-2.2530	3.9213	-2.0076	3.0553	2.6637	-0.8024	1e+18	3
2014/07/11,19:22:00.44	37.0500	142.3208	33.00	7.0	E_OFF_FUKUSHIMA_PREF	346;222	63;42	-123;-43	5.57e+18	5	6.5	75.91	-1.4583	-1.5696	1.6118	5.1365	2.2925	-3.6781	1e+18	3
